booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning
B03949,2025-04-17,2025-05-22,C0962,Corporate,Foodie,Agent,Card,Phú Quốc,4,2709000.0,0.13977895094797715,Completed,9321000.0,4.0,True
B03950,2025-04-17,2025-07-18,C1380,Student,Cultural,Website,Cash,Đà Lạt,2,2515000.0,0.10204583593921468,Completed,4517000.0,4.5,False
B03951,2025-04-17,2025-06-09,C1381,Young Professional,Cultural,Website,Card,Phú Quốc,2,2682000.0,0.06742519585173129,Completed,5002000.0,4.2,False
B03952,2025-04-18,2025-05-30,C1382,Family,City Break,Website,Card,Phú Quốc,1,2214000.0,0.11418947026015498,Completed,1961000.0,4.7,False
B03953,2025-04-18,2025-06-12,C0427,Family,Beach,Website,Bank Transfer,Phú Quốc,2,4237000.0,11.5%,Completed,7503000.0,4.4,True
B03954,2025-04-18,2025-06-28,C0541,Family,Cultural,Website,Card,Unknown,1,3044000.0,0.14499202549984902,Completed,2603000.0,4.7,True
B03955,2025-04-19,2025-06-29,C0504,Student,Beach,,Card,Đà Lạt,1,3032000.0,0.11557056146002347,Completed,2682000.0,4.3,True
B03956,2025-04-20,2025-04-27,C1383,Young Professional,City Break,Website,Bank Transfer,TP.HCM,3,2720000.0,0.10187299068042778,Completed,7329000.0,3.9,False
B03957,2025-04-20,2025-05-19,C0230,Young Professional,Cultural,Agent,Bank Transfer,Unknown,1,2774000.0,0.1220954143141081,Completed,2435000.0,3.8,True
B03958,2025-04-20,2025-05-31,C0943,Family,Beach,Website,Bank Transfer,Đà Nẵng,1,4648000.0,0.08932169826563184,Completed,4233000.0,4.0,True
B03959,2025-04-20,2025-06-11,C0018,Family,Family,Mobile App,Card,Phú Quốc,1,3538000.0,0.09363024447842007,Completed,3207000.0,3.5,True
B03960,2025-04-21,2025-06-10,C1150,Corporate,Foodie,Call Center,Card,Sa Pa,1,2979000.0,0.08542809619027285,Completed,2725000.0,4.8,True
B03961,2025-04-21,2025-05-20,C1384,Young Professional,Adventure,Mobile App,E-wallet,,1,4502000.0,0.06939763835119658,Completed,4190000.0,4.2,False
B03962,2025-04-21,2025-05-08,C0064,Student,Family,Website,Card,Đà Nẵng,1,3477000.0,0.12086077598147281,Completed,3057000.0,4.2,True
B03963,2025-04-22,2025-06-02,C1385,Young Professional,City Break,Website,Card,Sa Pa,3,2296000.0,0.1326068643228746,Completed,5975000.0,4.3,False
B03964,2025-04-23,2025-05-27,C1386,Young Professional,Foodie,Agent,Bank Transfer,Đà Lạt,1,2358000.0,0.07899338323651264,Completed,2172000.0,4.4,False
B03965,2025-04-23,2025-07-09,C1287,Corporate,Family,Agent,Bank Transfer,Hà Nội,1,3309000.0,0.09486700535426106,Completed,2995000.0,4.1,True
B03966,2025-04-24,2025-06-09,C1387,Student,Adventure,Agent,Bank Transfer,Hạ Long,4,5890000.0,0.1321640131078448,Completed,20446000.0,3.4,False
B03967,2025-04-24,2025-05-31,C0803,Young Professional,Foodie,Website,Cash,Unknown,2,3045000.0,0.06805291009209105,Completed,5676000.0,4.4,True
B03968,2025-04-25,2025-07-02,C0317,Family,Beach,Website,Card,Đà Lạt,2,3118000.0,0.12443974356260341,Completed,5460000.0,4.2,True
B03969,2025-04-25,2025-06-07,C1388,Student,Adventure,Agent,Cash,Nha Trang,1,5180000.0,0.10799540440060465,Completed,4621000.0,4.6,False
B03970,2025-04-26,2025-07-03,C0184,Young Professional,Cultural,Mobile App,Bank Transfer,Phú Quốc,2,2680000.0,0.11121031565043035,Completed,4764000.0,3.7,True
B03971,2025-04-26,2025-07-04,C0498,Family,Cultural,Website,Cash,Đà Nẵng,4,3071000.0,0.1200771909675522,Completed,10809000.0,3.7,True
B03972,2025-04-27,2025-06-05,C0325,Family,Beach,Mobile App,Card,Sa Pa,3,4110000.0,0.07864698286927374,Completed,11360000.0,3.3,True
B03973,2025-04-27,2025-06-19,C1389,Family,Beach,Website,Card,Nha Trang,3,4430000.0,0.16566736271387458,Completed,11088000.0,3.4,False
B03974,2025-04-28,2025-06-07,C0579,,Beach,Agent,Bank Transfer,Hạ Long,1,4275000.0,0.16933975592714656,Completed,3551000.0,4.0,True
B03975,2025-04-29,2025-07-08,C1390,Family,Beach,Mobile App,Card,Hội An,1,4245000.0,0.04183252821898728,Completed,4067000.0,4.2,False
B03976,2025-04-29,2025-06-30,C0787,Young Professional,Family,Mobile App,Cash,Sa Pa,2,3213000.0,0.07880890292792399,canceled,5920000.0,3.4,True
B03977,2025-04-30,2025-06-01,C0881,Family,Family,Website,Cash,TP.HCM,5,3240000.0,0.1274877575487976,Completed,14135000.0,4.9,True
B03978,2025-04-30,2025-06-11,C0200,Young Professional,Beach,Agent,,,1,4399000.0,0.09325109505581115,Completed,3989000.0,3.6,True
B03979,2025-04-30,2025-07-24,C1391,Young Professional,Beach,Agent,Card,Huế,4,3536000.0,0.14811544360272902,Completed,12049000.0,3.6,False
B03980,2025-04-30,2025-05-19,C1392,Young Professional,Beach,Website,Card,Phú Quốc,2,3937000.0,0.1262988946377235,Completed,6880000.0,3.5,False
B03981,2025-05-01,2025-05-11,C1393,Family,Adventure,Website,Card,Sa Pa,1,4673000.0,0.10537425334833721,Completed,4181000.0,4.5,False
B03982,2025-05-01,2025-06-06,C1141,Family,Beach,Agent,E-wallet,Hội An,1,4391000.0,0.09074644693145545,Completed,3993000.0,4.3,True
B03983,2025-05-01,2025-07-03,C0369,Student,Foodie,Agent,E-wallet,TP.HCM,2,2668000.0,0.12649780267803834,Completed,4661000.0,4.8,True
B03984,2025-05-01,2025-06-26,C1051,Young Professional,Cultural,Website,Card,Phú Quốc,1,2504000.0,0.1222278052739968,Completed,2198000.0,4.2,True
B03985,2025-05-01,2025-06-25,C1394,Corporate,Beach,Website,E-wallet,Đà Nẵng,3,4535000.0,0.08085830524368011,Completed,12505000.0,4.5,False
B03986,2025-05-02,2025-06-02,C0247,Young Professional,Adventure,Website,Card,Đà Nẵng,2,5889000.0,0.11752195422084769,Completed,10394000.0,4.8,True
B03987,2025-05-03,2025-05-13,C0839,Family,Cultural,Agent,Cash,Hà Nội,1,2617000.0,0.10141417827452752,Completed,2352000.0,4.1,True
B03988,2025-05-03,2025-06-23,C0762,Young Professional,Foodie,Website,Card,Huế,1,3049000.0,0.07213093125727485,Completed,2829000.0,4.5,True
B03989,2025-05-03,2025-07-02,C1384,Corporate,Family,Website,E-wallet,Hạ Long,4,3960000.0,0.07537826326489921,Completed,14646000.0,4.6,True
B03990,2025-05-03,2025-06-08,C1274,Young Professional,City Break,Website,Bank Transfer,Sa Pa,2,2308000.0,0.0678930786767013,Completed,4303000.0,4.5,True
B03991,2025-05-03,2025-05-20,C0241,Student,Beach,Website,Bank Transfer,Hội An,1,3947000.0,0.11427387831895036,Completed,3496000.0,4.4,True
B03992,2025-05-04,2025-06-15,C0111,Young Professional,Cultural,Agent,Cash,TP.HCM,4,2305000.0,0.10000003238485639,Completed,8298000.0,4.2,True
B03993,2025-05-04,2025-08-19,C1395,Family,City Break,Website,Card,Hội An,3,1457000.0,0.1179317104432423,Completed,3856000.0,5.0,False
B03994,2025-05-04,2025-06-10,C0494,Corporate,Adventure,Mobile App,Card,Nha Trang,4,5178000.0,0.14280912330631765,Completed,17754000.0,3.8,True
B03995,2025-05-04,2025-06-30,C1396,Family,Beach,Mobile App,Bank Transfer,Hội An,3,4553000.0,0.0861427569895446,Completed,12482000.0,4.4,False
B03996,2025-04-05,2025-05-28,C0968,Family,City Break,Website,Bank Transfer,Phú Quốc,2,2126000.0,0.14193740639419808,Completed,3648000.0,3.9,True
B03997,2025-05-04,2025-06-29,C1397,Corporate,Cultural,Website,Cash,Đà Lạt,4,2631000.0,0.14241932513839,Cancelled,0.0,,False
B03998,2025-05-05,2025-05-28,C0951,Family,City Break,Website,Card,Nha Trang,1,2269000.0,0.0577650214964327,Completed,2138000.0,4.9,True
B03999,2025-05-05,2025-05-31,C0037,Family,Adventure,Mobile App,Bank Transfer,Sa Pa,2,4751000.0,0.07194092862358765,Completed,8818000.0,3.7,True
B04000,2025-05-05,2025-05-27,C0128,Family,Beach,Website,Card,Huế,2,3400000.0,0.13622166517130868,cancelled ,5874000.0,5.0,True
B04001,2025-05-06,2025-05-27,C1398,Family,Cultural,Website,Bank Transfer,TP.HCM,1,2126000.0,0.06325001639052166,Completed,1992000.0,4.6,False
B04002,2025-05-06,2025-06-25,C0984,Family,Cultural,Website,Cash,Huế,1,2411000.0,0.16353394016340692,Completed,2017000.0,4.7,True
B04003,2025-05-06,2025-05-13,C0480,Family,Cultural,Agent,Card,Phú Quốc,2,2407000.0,0.13385444880025965,Completed,4170000.0,4.9,True
B04004,2025-05-06,2025-06-02,C0712,Young Professional,City Break,Mobile App,Bank Transfer,Đà Nẵng,2,2740000.0,0.11859767754655288,Completed,4830000.0,4.2,True
B04005,2025-05-07,2025-06-26,C1116,Student,City Break,Agent,Card,Sa Pa,1,2223000.0,0.1378509726923872,Completed,1917000.0,4.3,True
B04006,2025-05-08,2025-07-11,C0169,Family,Cultural,Website,Bank Transfer,Phú Quốc,1,2387000.0,0.14071377575463928,Completed,2051000.0,4.6,True
B04007,2025-05-09,2025-06-20,C1332,Young Professional,Beach,Website,Card,Hội An,1,4052000.0,0.11221339503931971,Completed,3597000.0,4.1,True
B04008,2025-05-09,2025-06-08,C0725,Young Professional,Beach,Website,Card,Huế,4,3794000.0,0.14113701474319817,Completed,13034000.0,3.7,True
B04009,2025-05-10,2025-06-02,C0701,Corporate,Beach,Agent,Card,Hạ Long,1,4488000.0,0.20228350142485477,Completed,3580000.0,4.8,True
B04010,2025-05-11,2025-07-24,C1399,Family,Beach,Mobile App,Card,Sa Pa,3,4097000.0,0.0901649358973794,Completed,11183000.0,5.0,False
B04011,2025-05-11,2025-07-10,C1400,Family,Family,Website,Card,Đà Nẵng,1,3952000.0,0.055029674458163445,Completed,3735000.0,4.5,False
B04012,2025-05-11,2025-08-14,C1401,Family,Beach,Agent,Card,Nha Trang,1,4219000.0,0.07975788958905888,Completed,3883000.0,3.6,False
B04013,2025-05-11,2025-07-17,C1181,Student,Family,Website,Cash,Sa Pa,2,3347000.0,0.08710969497351355,Completed,6111000.0,4.2,True
B04014,2025-05-11,2025-07-13,C1402,Corporate,Beach,Website,Card,Huế,4,4003000.0,0.07824069979720219,completed,14759000.0,4.0,False
B04015,2025-05-12,2025-07-24,C1279,Corporate,City Break,Website,Card,Nha Trang,1,2846000.0,0.11014537544059773,Completed,2533000.0,3.8,True
B04016,2025-05-12,2025-08-11,C1403,Student,Family,Website,Bank Transfer,Đà Lạt,4,3268000.0,0.03832072586793761,Completed,12571000.0,3.9,False
B04017,2025-05-12,2025-06-19,C1404,Corporate,Beach,Website,Bank Transfer,Huế,2,3704000.0,0.053313768352406844,Completed,7013000.0,5.0,False
B04018,2025-12-05,2025-06-16,C1198,Young Professional,Adventure,Mobile App,Card,Unknown,2,3655000.0,0.10426168079479607,Completed,6548000.0,4.4,True
B04019,2025-05-12,2025-07-19,C0951,Young Professional,City Break,Agent,Card,TP.HCM,1,2731000.0,0.08186187550015213,Completed,2507000.0,4.3,True
B04020,2025-05-13,2025-08-20,C1372,Corporate,Adventure,,Card,Hạ Long,3,6331000.0,0.1085503024845156,Completed,16931000.0,4.3,True
B04021,2025-05-14,2025-07-11,C1057,Family,City Break,Website,Card,Hội An,2,1407000.0,0.09007646053938388,Completed,2561000.0,4.8,True
B04022,2025-05-14,2025-05-14,C1405,,Family,Agent,Bank Transfer,Hà Nội,1,3150000.0,0.10435544139298605,Completed,2821000.0,4.0,False
B04023,2025-05-14,2025-07-20,C0744,Family,Foodie,Website,Card,TP.HCM,2,2697000.0,13.7%,Completed,4657000.0,3.9,True
B04024,2025-05-16,2025-08-01,C1406,Young Professional,Beach,Website,Cash,Huế,1,3927000.0,0.08369517893175683,Completed,3598000.0,4.2,False
B04025,2025-05-16,2025-07-26,C1020,Family,Cultural,,Bank Transfer,Hạ Long,3,2805000.0,0.015101886203560982,Completed,8288000.0,4.4,True
B04026,2025-05-17,2025-06-05,C0468,Student,City Break,Mobile App,Card,Nha Trang,3,2604000.0,0.11398339215861493,Completed,6922000.0,4.3,True
B04027,2025-05-17,2025-06-04,C0259,Family,Foodie,Website,Card,,3,2683000.0,0.09235663971393338,Completed,7306000.0,4.6,True
B04028,2025-05-17,2025-07-06,C1407,Student,Beach,Mobile App,Card,Hạ Long,1,4605000.0,0.08785877784455391,Completed,4200000.0,3.0,False
B04029,2025-05-18,2025-07-22,C1408,Family,Cultural,Mobile App,E-wallet,Phú Quốc,2,2855000.0,4.5%,Completed,5451000.0,3.6,False
B04030,2025-05-18,2025-06-15,C1106,Family,Family,Agent,E-wallet,Huế,1,3676000.0,0.06416726491825256,Completed,3440000.0,3.8,True
B04031,2025-05-18,2025-06-08,C0924,Family,Beach,Website,Card,Phú Quốc,3,4211000.0,0.09070125806190027,Completed,11487000.0,4.6,True
B04032,2025-05-19,2025-06-21,C1409,Young Professional,Adventure,Website,Bank Transfer,Hội An,2,5055000.0,0.1686044930059685,Completed,8405000.0,4.6,False
B04033,2025-05-20,2025-06-06,C1410,Student,Cultural,Agent,Card,Hạ Long,3,2712000.0,0.11271181210368046,Completed,7219000.0,4.0,False
B04034,2025-05-20,2025-06-16,C0370,Young Professional,Beach,Website,Bank Transfer,Hà Nội,2,4841000.0,12.7%,Completed,8453000.0,4.2,True
B04035,2025-05-20,2025-07-16,C0316,Student,Beach,Agent,Cash,Sa Pa,2,4125000.0,0.14011571838666348,Cancelled,0.0,,True
B04036,2025-05-21,2025-07-10,C0527,Family,Family,Website,Bank Transfer,TP.HCM,3,3585000.0,0.17013961191401344,Completed,8925000.0,4.6,True
B04037,2025-05-22,2025-07-28,C0764,Young Professional,Foodie,Website,Card,TP.HCM,1,2609000.0,0.11037779583121707,Completed,2321000.0,3.8,True
B04038,2025-05-22,2025-07-18,C0827,,Cultural,Agent,Cash,Phú Quốc,4,2644000.0,0.14257243330190755,Completed,9068000.0,4.1,True
B04039,2025-05-22,2025-06-03,C1018,Family,Beach,Agent,Card,Đà Lạt,4,3511000.0,0.11158701758511098,Completed,12477000.0,5.0,True
B04040,2025-05-23,2025-07-28,C0897,,Cultural,Website,Cash,Nha Trang,2,3344000.0,0.07723418389581924,Cancelled,0.0,,True
B04041,2025-05-24,2025-08-09,C1411,Young Professional,Adventure,Mobile App,Bank Transfer,Phú Quốc,2,5678000.0,0.13263769757513283,Completed,9850000.0,5.0,False
B04042,2025-05-24,2025-06-10,C1412,Young Professional,Family,Mobile App,Card,Đà Lạt,1,3202000.0,0.047295178172643525,Completed,3051000.0,3.9,False
B04043,2025-05-25,2025-07-13,C0507,Young Professional,Beach,Website,Card,Đà Lạt,1,3336000.0,0.039902171921175004,Completed,3203000.0,4.5,True
B04044,2025-05-25,2025-08-08,C0422,Family,Beach,Website,Card,Hội An,3,4507000.0,0.04636971199247819,Completed,12894000.0,4.4,True
B04045,2025-05-25,2025-07-18,C1261,Family,Cultural,Website,Bank Transfer,Nha Trang,2,3343000.0,0.09136046195181768,Completed,6075000.0,3.0,True
B04046,2025-05-25,2025-07-01,C0126,Young Professional,Family,Website,Bank Transfer,Unknown,2,3205000.0,0.09936026223244833,Completed,5773000.0,4.8,True
B04047,2025-05-26,2025-06-04,C0778,Family,Family,Website,Cash,Huế,1,3268000.0,17.4%,Completed,2699000.0,4.0,True
B04048,2025-05-26,2025-07-17,C1404,Student,City Break,Agent,Bank Transfer,Đà Nẵng,1,2898000.0,0.1546568030447209,Completed,2450000.0,4.1,True
B04049,2025-05-26,2025-07-24,C0606,Corporate,Foodie,Website,Card,Đà Nẵng,3,2856000.0,0.09889262864601328,Completed,7721000.0,4.2,True
B04050,2025-05-26,2025-07-09,C1413,Family,Adventure,Website,Cash,Hà Nội,3,4637000.0,0.11647855084153273,Completed,12291000.0,3.6,False
B04051,2025-05-27,2025-07-13,C0094,Family,Family,Mobile App,Card,Đà Lạt,2,3380000.0,0.07896626041290111,Completed,6226000.0,4.5,True
B04052,2025-05-27,2025-08-14,C0763,Young Professional,Cultural,Mobile App,Bank Transfer,Phú Quốc,4,2602000.0,0.0906367992520129,Cancelled,0.0,,True
B04053,2025-05-27,2025-06-29,C1414,Family,Family,Website,E-wallet,Phú Quốc,2,3450000.0,0.06957553205375758,Completed,6420000.0,4.0,False
B04054,2025-05-27,2025-08-23,C1415,Corporate,Family,Mobile App,Card,Phú Quốc,2,4120000.0,0.09559820442542875,Completed,7452000.0,4.0,False
B04055,2025-05-29,2025-06-01,C1067,Young Professional,Beach,Website,Cash,Hạ Long,2,4428000.0,0.11489379534223537,Completed,7839000.0,4.2,True
B04056,2025-05-29,2025-08-04,C1416,Student,Foodie,Website,,Đà Nẵng,2,2626000.0,0.10659123879013187,Completed,4692000.0,4.5,False
B04057,2025-05-29,2025-07-04,C0612,Young Professional,Beach,Mobile App,E-wallet,Phú Quốc,1,4436000.0,0.036952768347015844,Completed,4272000.0,4.3,True
B04058,2025-05-30,2025-07-27,C0953,Young Professional,City Break,Website,Card,Đà Nẵng,3,2874000.0,0.15636899188286457,Cancelled,0.0,,True
B04059,2025-05-30,2025-08-12,C1127,Corporate,City Break,Agent,Card,TP.HCM,3,2874000.0,0.038086095675399195,Completed,8294000.0,4.6,True
B04060,2025-05-30,2025-07-06,C0308,Corporate,Foodie,Website,Card,Unknown,1,3496000.0,0.11734316117357232,Completed,3086000.0,4.0,True
B04061,2025-05-30,2025-06-26,C0575,Young Professional,Adventure,Website,Card,Nha Trang,1,5301000.0,0.0910076815113294,Completed,4819000.0,4.4,True
B04062,2025-05-30,2025-05-30,C1292,Young Professional,Beach,Mobile App,E-wallet,Phú Quốc,1,3970000.0,0.08581785683644098,Completed,3629000.0,4.5,True
B04063,2025-05-31,2025-06-28,C0818,Student,Family,Mobile App,Cash,Đà Nẵng,2,3510000.0,0.10456299657344799,Completed,6286000.0,4.8,True
B04064,2025-05-31,2025-07-28,C0687,Young Professional,Adventure,Website,Card,Hạ Long,1,5650000.0,0.015626972486212226,Completed,5562000.0,3.7,True
B04065,2025-05-31,2025-07-12,C1417,Young Professional,Adventure,Website,Card,Hà Nội,1,4957000.0,0.10572852694546003,Completed,4433000.0,4.0,False
B04066,2025-05-31,2025-08-19,C0741,Young Professional,Family,Website,Card,Hà Nội,1,3363000.0,0.06050469655925455,Completed,3160000.0,4.5,True
B04067,2025-06-01,2025-07-10,C0483,Young Professional,Beach,Mobile App,Bank Transfer,Đà Lạt,1,3580000.0,0.14142127765099613,Completed,3074000.0,3.8,True
B04068,2025-06-01,2025-07-28,C1418,Student,Family,Mobile App,Card,Unknown,1,3116000.0,9.8%,Cancelled,0.0,,False
B04069,2025-06-01,2025-07-09,C1280,,Cultural,Mobile App,Cash,Đà Nẵng,1,3100000.0,0.15560128199860235,Completed,2618000.0,4.7,True
B04070,2025-06-01,2025-07-17,C0267,Family,Cultural,Mobile App,Cash,Đà Lạt,2,2807000.0,0.11194451747261917,Completed,4986000.0,4.1,True
B04071,2025-06-01,2025-07-16,C0570,Student,Adventure,Mobile App,E-wallet,TP.HCM,1,5603000.0,0.08767327349293405,Completed,5112000.0,4.8,True
B04072,2025-06-01,2025-07-07,C1419,Family,Family,Website,Bank Transfer,Hạ Long,1,4128000.0,0.10184990642576637,Completed,3708000.0,4.2,False
B04073,2025-02-06,2025-08-03,C0279,Family,Beach,Website,Card,Đà Lạt,2,3263000.0,0.09215843001402325,Completed,5925000.0,3.9,True
B04074,2025-06-02,2025-07-01,C0584,Young Professional,Beach,Website,E-wallet,Đà Lạt,2,3530000.0,0.07208438108426565,Completed,6551000.0,3.7,True
B04075,2025-06-02,2025-09-23,C1328,Student,Foodie,Agent,Card,Hạ Long,1,2452000.0,0.11873615013286924,cancelled ,2161000.0,4.0,True
B04076,2025-06-03,2025-07-19,C0100,,Beach,Mobile App,Cash,Nha Trang,1,4686000.0,0.11479233399089955,Completed,4148000.0,4.2,True
B04077,2025-06-04,2025-07-25,C0602,Young Professional,Family,Agent,Card,Nha Trang,3,3910000.0,0.10639885877719352,Completed,10482000.0,4.0,True
B04078,2025-06-05,2025-07-12,C1420,Family,Cultural,Agent,Card,Hạ Long,4,2982000.0,0.14455187762722646,Completed,10204000.0,4.3,False
B04079,2025-06-05,2025-07-21,C0542,Family,Beach,Agent,,Phú Quốc,5,4346000.0,0.08331851836719682,Completed,19919000.0,4.6,True
B04080,2025-06-05,2025-07-08,C0598,Young Professional,Family,Agent,E-wallet,Hội An,1,2945000.0,0.08567066314594064,Completed,2693000.0,4.1,True
B04081,2025-06-05,2025-09-15,C1262,Family,Family,Website,Cash,Đà Nẵng,1,3417000.0,0.15706046217035946,Completed,2880000.0,4.0,True
B04082,2025-06-06,2025-07-15,C1421,Young Professional,Foodie,Website,Bank Transfer,Sa Pa,1,2642000.0,0.16996930307885907,Cancelled,0.0,,False
B04083,2025-06-06,2025-07-24,C0772,Young Professional,Family,Agent,Card,Hội An,1,2658000.0,0.08172428206471666,Completed,2441000.0,4.3,True
B04084,2025-06-06,2025-06-25,C1422,Family,Family,Mobile App,Bank Transfer,Hạ Long,5,3581000.0,0.05259448124573957,Cancelled,0.0,,False
B04085,2025-06-06,2025-07-26,C1130,,Adventure,Mobile App,Card,,2,4843000.0,0.1605074838469999,Completed,8131000.0,4.6,True
B04086,2025-06-07,2025-07-14,C1295,Young Professional,Cultural,Mobile App,Card,Đà Lạt,2,2677000.0,0.1276789770133405,Completed,4670000.0,4.6,True
B04087,2025-06-07,2025-08-10,C1423,Corporate,Beach,Website,Bank Transfer,Hội An,2,4177000.0,0.045963871136686395,Completed,7970000.0,4.0,False
B04088,2025-06-08,2025-07-01,C1424,Family,Beach,Website,,Nha Trang,4,4879000.0,0.05472495176111027,Completed,18448000.0,3.9,False
B04089,2025-06-08,2025-06-19,C0598,Corporate,Family,Website,Card,Hội An,1,2787000.0,0.06991333269796732,Completed,2592000.0,4.6,True
B04090,2025-06-08,2025-08-14,C1317,Family,Family,Website,Card,Hà Nội,2,3257000.0,0.12199380305885424,Completed,5719000.0,4.9,True
B04091,2025-06-09,2025-08-01,C0789,Corporate,Cultural,Website,Card,Huế,1,2454000.0,0.11483068809407453,Completed,2172000.0,3.3,True
B04092,2025-06-09,2025-08-29,C0618,Corporate,Beach,Mobile App,Card,Hội An,2,4728000.0,0.03694635509719095,Cancelled,0.0,,True
B04093,2025-06-10,2025-07-14,C0589,Family,Family,Mobile App,Cash,Sa Pa,1,3603000.0,0.028058700448942528,Completed,3502000.0,4.4,True
B04094,2025-06-10,2025-07-22,C1214,Student,Beach,Mobile App,Card,Phú Quốc,1,4039000.0,0.05742357996981898,Completed,3807000.0,3.7,True
B04095,2025-06-10,2025-06-25,C0277,Young Professional,City Break,Mobile App,Bank Transfer,TP.HCM,1,2589000.0,0.10799677140303529,Completed,2309000.0,3.7,True
B04096,2025-06-11,2025-08-11,C1425,Family,Family,Agent,Cash,Hội An,2,2803000.0,0.12983652313145883,Completed,4878000.0,3.9,False
B04097,2025-06-11,2025-06-30,C0952,Student,City Break,Website,,TP.HCM,2,2768000.0,0.026950919903689793,Completed,5387000.0,4.5,True
B04098,2025-06-11,2025-07-15,C0297,Young Professional,Cultural,Mobile App,Card,TP.HCM,1,2400000.0,0.014389774788043319,Completed,2365000.0,4.4,True
B04099,2025-06-12,2025-07-22,C0951,Family,City Break,Website,E-wallet,Đà Nẵng,2,2902000.0,0.08230058450033298,Completed,5326000.0,4.5,True
B04100,2025-06-12,2025-08-08,C1048,Family,Beach,Call Center,Card,Nha Trang,1,4973000.0,0.06972599030803507,Completed,4626000.0,4.5,True
B04101,2025-06-12,2025-08-06,C0794,Student,City Break,,Card,,2,2062000.0,0.04809100981134509,Completed,3926000.0,3.9,True
B04102,2025-06-12,2025-09-08,C1426,Young Professional,Foodie,Website,Card,Huế,2,2652000.0,0.15416363716456222,Completed,4486000.0,4.5,False
B04103,2025-06-13,2025-08-15,C0246,Young Professional,Cultural,Website,Bank Transfer,Phú Quốc,2,2586000.0,14.9%,Completed,4403000.0,4.5,True
B04104,2025-06-13,2025-07-01,C0260,Young Professional,City Break,Website,Cash,Hội An,2,1638000.0,0.10835262609548435,Completed,2921000.0,4.7,True
B04105,2025-06-14,2025-08-12,C1427,Student,Family,Mobile App,E-wallet,Hội An,1,2721000.0,0.04783513550839173,Completed,2591000.0,4.5,False
B04106,2025-06-14,2025-08-19,C1126,Family,Cultural,Agent,Bank Transfer,Đà Nẵng,2,2840000.0,0.10988092612744886,Completed,5056000.0,4.7,True
B04107,2025-06-14,2025-06-28,C1428,Corporate,Beach,Website,Bank Transfer,Hà Nội,1,4752000.0,0.08524078755995959,Completed,4347000.0,3.5,False
B04108,2025-06-15,2025-06-15,C1262,Young Professional,Cultural,Mobile App,Cash,Huế,2,2570000.0,0.12896444912022892,Completed,4477000.0,4.8,True
B04109,2025-06-15,2025-09-04,C0607,Corporate,Family,Agent,Bank Transfer,TP.HCM,3,3360000.0,0.13486869682273248,Completed,8721000.0,5.0,True
B04110,2025-06-15,2025-09-20,C1053,Family,Family,Website,Card,Phú Quốc,1,3227000.0,0.11390108779335864,Completed,2859000.0,3.6,True
B04111,2025-06-15,2025-08-23,C1429,Family,Cultural,,Card,Hội An,2,3033000.0,0.11903055976112449,Completed,5344000.0,4.4,False
B04112,2025-06-15,2025-07-20,C1430,Family,Foodie,Call Center,,Hà Nội,4,2458000.0,0.18762365616548582,Completed,7987000.0,3.6,False
B04113,2025-06-16,2025-07-29,C0084,Family,Cultural,Agent,Bank Transfer,Phú Quốc,1,2513000.0,0.10926970996488357,Cancelled,0.0,,True
B04114,2025-06-16,2025-08-30,C0323,,Beach,Website,Card,Huế,3,3503000.0,0.10235122558131295,Completed,9433000.0,3.8,True
B04115,2025-06-17,2025-10-13,C0369,Family,Family,Agent,Card,Hạ Long,2,3644000.0,0.07950538085181921,Completed,6709000.0,4.4,True
B04116,2025-06-17,2025-08-22,C1431,Corporate,Beach,Agent,Card,Hạ Long,1,4203000.0,0.066879091187652,Cancelled,0.0,,False
B04117,2025-06-17,2025-09-10,C0265,Young Professional,Beach,Website,Bank Transfer,Unknown,5,3138000.0,0.14129195555829754,Completed,13473000.0,4.1,True
B04118,2025-06-18,2025-07-12,C0427,Young Professional,Cultural,Website,Card,TP.HCM,2,2305000.0,0.08481522810014425,Completed,4219000.0,4.4,True
B04119,2025-06-19,2025-08-09,C1432,Student,Beach,Mobile App,Card,Nha Trang,3,4922000.0,2.8%,Completed,14354000.0,3.2,False
B04120,2025-06-19,2025-08-02,C1433,Family,City Break,Agent,Card,Đà Lạt,2,2519000.0,0.11751894148436025,Completed,4446000.0,4.6,False
B04121,2025-06-20,2025-07-22,C1434,Young Professional,City Break,Website,Cash,Hội An,2,1636000.0,0.12092179327389684,Completed,2876000.0,4.5,False
B04122,2025-06-21,2025-07-25,C0793,Young Professional,City Break,Agent,Cash,Hà Nội,1,2931000.0,11.9%,Completed,2583000.0,4.2,True
B04123,2025-06-24,2025-08-29,C0335,Young Professional,Cultural,Agent,Card,Đà Nẵng,1,3093000.0,0.15559713499280142,Completed,2612000.0,4.0,True
B04124,2025-06-24,2025-07-20,C1069,Student,Adventure,Mobile App,,Đà Nẵng,2,6382000.0,0.12241928147913946,Completed,11201000.0,4.1,True
B04125,2025-06-24,2025-08-19,C1435,Corporate,Adventure,Agent,Card,Nha Trang,1,5105000.0,0.09038228844973159,Cancelled,0.0,,False
B04126,2025-06-25,2025-08-24,C0725,,Family,Website,E-wallet,Huế,3,3120000.0,0.07739786353144913,Completed,8636000.0,4.8,True
